"All.LoD.w.o.Outliers","Combined.Costs","US.Ranking","Program.Category","Certificate","Modality","clusters","dimensions.Dim.1","dimensions.Dim.2","dimensions.Dim.3","dimensions.Dim.4","RowID"
 60,3900,12,"Governance","Yes","Online","3", 0.58520732,-0.32818613, 0.43256455,-0.80632119, 72
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 74
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 75
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 76
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 78
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 79
 40,3699,12,"Marketing","Yes","Online","3", 0.48386475,-0.18869059, 0.55652401,-0.63165460, 80
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 86
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 87
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 88
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 89
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 90
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 91
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 93
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 94
 60,3750,12,"Marketing","Yes","Online","3", 0.71151428,-0.58385617, 0.52490219,-0.10995153, 96
 17,2350, 3,"Governance","Yes","Online","2",-2.47425948, 1.47647832,-1.54444651,-1.41224766, 97
 90,3750,12,"STEM-Related","Yes","Online","3", 0.71348967,-1.10237401, 0.02886628, 1.55968768,102
 90,3750,12,"STEM-Related","Yes","Online","3", 0.71348967,-1.10237401, 0.02886628, 1.55968768,103
 90,3750,12,"STEM-Related","Yes","Online","3", 0.71348967,-1.10237401, 0.02886628, 1.55968768,104
 90,3750,12,"STEM-Related","Yes","Online","3", 0.71348967,-1.10237401, 0.02886628, 1.55968768,106
 90,3750,12,"STEM-Related","Yes","Online","3", 0.71348967,-1.10237401, 0.02886628, 1.55968768,107
 40,3600,12,"STEM-Related","Yes","Online","3", 0.12790507,-0.11454987, 0.09523175, 0.25145386,115
 40,3600,12,"STEM-Related","Yes","Online","3", 0.12790507,-0.11454987, 0.09523175, 0.25145386,117
 56,1950, 4,"STEM-Related","Yes","Online","2",-2.27474739, 0.41661983,-1.97934090, 1.05470710,135
 56,1950, 4,"STEM-Related","Yes","Online","2",-2.27474739, 0.41661983,-1.97934090, 1.05470710,136
 56,1950, 4,"STEM-Related","Yes","Online","2",-2.27474739, 0.41661983,-1.97934090, 1.05470710,137
 56,1950, 4,"STEM-Related","Yes","Online","2",-2.27474739, 0.41661983,-1.97934090, 1.05470710,138
 56,1950, 4,"STEM-Related","Yes","Online","2",-2.27474739, 0.41661983,-1.97934090, 1.05470710,139
 70,3750,12,"STEM-Related","Yes","Online","3", 0.52315123,-0.70700484, 0.08925005, 1.04699718,160
 70,3750,12,"STEM-Related","Yes","Online","3", 0.52315123,-0.70700484, 0.08925005, 1.04699718,161
 40,3699,12,"Governance","Yes","Online","3", 0.24781929, 0.06638065, 0.37959242,-1.35453185,164
 40,3699,12,"Governance","Yes","Online","3", 0.24781929, 0.06638065, 0.37959242,-1.35453185,166
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,171
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,172
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,173
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,175
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,176
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,177
 49,1950, 4,"STEM-Related","Yes","Online","2",-2.34136584, 0.55499905,-1.95820659, 0.87526542,178
 49,1950, 4,"STEM-Related","Yes","Online","2",-2.34136584, 0.55499905,-1.95820659, 0.87526542,179
 49,1950, 4,"STEM-Related","Yes","Online","2",-2.34136584, 0.55499905,-1.95820659, 0.87526542,180
 49,1950, 4,"STEM-Related","Yes","Online","2",-2.34136584, 0.55499905,-1.95820659, 0.87526542,181
 60,3750,12,"Governance","Yes","Online","3", 0.47546882,-0.32878493, 0.34797060,-0.83282878,191
 60,3750,12,"Governance","Yes","Online","3", 0.47546882,-0.32878493, 0.34797060,-0.83282878,193
 60,3750,12,"Governance","Yes","Online","3", 0.47546882,-0.32878493, 0.34797060,-0.83282878,197
 40,3750,12,"STEM-Related","Yes","Online","3", 0.23764357,-0.11395107, 0.17982571, 0.27796144,198
 40,3750,12,"STEM-Related","Yes","Online","3", 0.23764357,-0.11395107, 0.17982571, 0.27796144,199
 40,3750,12,"STEM-Related","Yes","Online","3", 0.23764357,-0.11395107, 0.17982571, 0.27796144,200
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,209
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,210
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,211
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,213
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,214
 60,3900,12,"Marketing","Yes","Online","3", 0.82125278,-0.58325737, 0.60949614,-0.08344394,215
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,218
 40,3750,12,"Marketing","Yes","Online","3", 0.52117584,-0.18848700, 0.58528596,-0.62264202,219
